City,Product,Quantity_Sold,Unit_Price,Total_Sales,Sale_Date
Delhi,Mouse,417.0,25024,10435008,2025-12-16
Hyderabad,Headphones,102.0,83700,8537400,2025-02-17
Kochi,T-Shirt,384.0,28574,10972416,2025-01-14
Mumbai,Mouse,286.0,80613,23055318,2025-04-23
Delhi,Laptop,215.0,90675,19495125,2025-05-20
Pune,Speaker,299.0,31264,9347936,2025-11-12
Ahmedabad,Tablet,337.0,24101,8122037,2025-05-27
Chennai,Monitor,150.0,88052,13207800,2025-08-16
Patna,Speaker,201.0,78860,15850860,2025-06-18
Ahmedabad,Watch,50.0,29195,1459750,2025-02-25
Patna,Watch,215.0,59111,12708865,2025-06-08
Surat,Keyboard,60.0,23594,1415640,2025-08-11
Surat,Smartphone,178.0,91853,16349834,2025-07-23
Delhi,Jeans,452.0,63904,28884608,2025-08-20
Pune,Speaker,121.0,4296,519816,2025-05-09
Jaipur,Shoes,456.0,54109,24673704,2025-01-18
Patna,Backpack,134.0,88972,11922248,2025-06-14
Pune,Jeans,227.0,56231,12764437,2025-07-09
Mysuru,Laptop,138.0,64136,8850768,2025-12-08
Kolkata,Speaker,420.0,6480,2721600,2025-05-15
Pune,Shoes,294.0,22328,6564432,2025-09-07
Patna,Speaker,57.0,80886,4610502,2025-10-11
Delhi,Camera,277.0,3110,861470,2025-12-01
Patna,Keyboard,47.0,92870,4364890,2025-06-12
Patna,Jeans,284.0,8818,2504312,2025-11-02
Jaipur,Shoes,186.0,70685,13147410,2025-04-06
Kochi,Tablet,203.0,94586,19200958,2025-04-10
Patna,Headphones,467.0,49505,23118835,2025-06-14
Chennai,Tablet,376.0,33098,12444848,2025-01-02
Kochi,Laptop,387.0,69516,26902692,2025-02-17
Pune,Jeans,249.0,6042,1504458,2025-03-10
Hyderabad,Laptop,118.0,83279,9826922,2025-12-08
Bengaluru,Watch,384.0,16706,6415104,2025-07-21
Pune,Headphones,419.0,97562,40878478,2025-05-28
Mumbai,Smartphone,38.0,66627,2531826,2025-12-23
Patna,T-Shirt,213.0,3141,669033,2025-01-24
Kochi,Tablet,310.0,20402,6324620,2025-02-24
Lucknow,Jeans,201.0,25965,5218965,2025-10-28
Hyderabad,Jeans,166.0,56225,9333350,2025-09-24
Bengaluru,Watch,141.0,60649,8551509,2025-04-04
Hyderabad,Speaker,296.0,62287,18436952,2025-07-10
Pune,Smartphone,114.0,53758,6128412,2025-09-09
Ahmedabad,Watch,465.0,92627,43071555,2025-09-17
Chennai,Keyboard,9.0,65647,590823,2025-12-13
Kolkata,Jeans,280.0,94161,26365080,2025-02-15
Chennai,Camera,500.0,3762,1881000,2025-07-25
Chennai,Mouse,190.0,62995,11969050,2025-10-04
Surat,Watch,171.0,19344,3307824,2025-11-03
Mumbai,Tablet,87.0,27721,2411727,2025-08-19
Chennai,Smartphone,73.0,53347,3894331,2025-10-27
Ahmedabad,Tablet,371.0,74770,27739670,2025-04-02
Patna,Mouse,130.0,54483,7082790,2025-05-24
Kolkata,Printer,78.0,5285,412230,2025-06-23
Lucknow,Camera,209.0,1230,257070,2025-05-23
Chennai,Jeans,288.0,64558,18592704,2025-09-16
Kolkata,Speaker,121.0,42683,5164643,2025-08-23
Ahmedabad,Tablet,285.0,97451,27773535,2025-12-03
Mysuru,Smartphone,218.0,92152,20089136,2025-02-13
Delhi,Jeans,7.0,21745,152215,2025-09-24
Mumbai,Headphones,102.0,57857,5901414,2025-02-02
Mysuru,Keyboard,254.0,22876,5810504,2025-11-26
Jaipur,Mouse,72.0,98672,7104384,2025-09-14
Pune,Laptop,152.0,15911,2418472,2025-07-10
Bhopal,Monitor,451.0,89194,40226494,2025-05-17
Kolkata,Camera,456.0,49210,22439760,2025-10-21
Delhi,Headphones,149.0,69083,10293367,2025-11-07
Patna,Camera,488.0,94147,45943736,2025-06-17
Lucknow,Watch,242.0,61170,14803140,2025-04-11
Mysuru,T-Shirt,369.0,18239,6730191,2025-03-17
Bhopal,Printer,243.0,1787,434241,2025-06-14
Delhi,Headphones,241.0,9288,2238408,2025-01-10
Bhopal,Shoes,103.0,91469,9421307,2025-02-18
Ahmedabad,Backpack,49.0,8509,416941,2025-10-15
Lucknow,Headphones,35.0,46434,1625190,2025-11-18
Mysuru,Shoes,177.0,82920,14676840,2025-01-07
Hyderabad,Watch,421.0,56358,23726718,2025-10-24
Hyderabad,Backpack,320.0,53357,17074240,2025-05-18
Jaipur,Speaker,338.0,27053,9143914,2025-02-19
Delhi,Smartphone,375.0,28869,10825875,2025-05-06
Hyderabad,Camera,53.0,17107,906671,2025-09-19
Surat,Jeans,197.0,43774,8623478,2025-10-25
Kochi,Camera,310.0,36838,11419780,2025-12-28
Lucknow,Speaker,466.0,62550,29148300,2025-04-06
Bengaluru,Jeans,119.0,28869,3435411,2025-02-26
Lucknow,Headphones,74.0,22103,1635622,2025-08-28
Bengaluru,Backpack,40.0,7340,293600,2025-03-17
Patna,Mouse,218.0,87642,19105956,2025-08-11
Hyderabad,Tablet,390.0,15874,6190860,2025-04-18
Pune,Keyboard,397.0,51032,20259704,2025-12-16
Kolkata,Watch,430.0,68917,29634310,2025-06-17
Mumbai,Monitor,310.0,28536,8846160,2025-03-21
Kochi,Watch,365.0,19228,7018220,2025-07-18
Ahmedabad,Mouse,356.0,33338,11868328,2025-11-04
Jaipur,Monitor,223.0,85971,19171533,2025-06-06
Bengaluru,Printer,188.0,61589,11578732,2025-11-12
Bhopal,Keyboard,110.0,81368,8950480,2025-09-07
Pune,Backpack,92.0,98493,9061356,2025-01-07
Ahmedabad,Backpack,270.0,26044,7031880,2025-01-19
Hyderabad,Backpack,49.0,48848,2393552,2025-05-17
Mysuru,Laptop,311.0,36286,11284946,2025-01-21
Hyderabad,Speaker,246.0,52705,12965430,2025-01-23
Bhopal,Watch,141.0,82455,11626155,2025-01-19
Kochi,Laptop,442.0,94613,41818946,2025-08-20
Surat,Mouse,252.0,23276,5865552,2025-08-24
Kochi,Speaker,385.0,72011,27724235,2025-02-02
Kolkata,Laptop,314.0,93995,29514430,2025-03-23
Bhopal,Headphones,446.0,17755,7918730,2025-02-14
Kochi,Printer,62.0,7846,486452,2025-08-21
Bhopal,Laptop,161.0,13276,2137436,2025-09-09
Kochi,Shoes,336.0,80978,27208608,2025-12-01
Kolkata,Printer,345.0,41981,14483445,2025-12-06
Mysuru,Camera,370.0,48505,17946850,2025-09-01
Surat,Keyboard,214.0,88019,18836066,2025-11-02
Mumbai,Shoes,423.0,66235,28017405,2025-03-24
Hyderabad,Smartphone,89.0,58617,5216913,2025-01-09
Lucknow,Shoes,353.0,66752,23563456,2025-07-06
Surat,T-Shirt,432.0,922,398304,2025-05-09
Jaipur,Backpack,61.0,45254,2760494,2025-08-19
Kochi,T-Shirt,45.0,74711,3361995,2025-08-03
Mumbai,Monitor,47.0,24420,1147740,2025-12-03
Delhi,Backpack,303.0,82632,25037496,2025-01-25
Delhi,Jeans,6.0,29011,174066,2025-11-12
Ahmedabad,Smartphone,450.0,95432,42944400,2025-04-10
Kochi,Speaker,329.0,25546,8404634,2025-12-25
Bhopal,Headphones,159.0,7490,1190910,2025-07-23
Hyderabad,Headphones,143.0,18905,2703415,2025-10-11
Pune,Shoes,428.0,25173,10774044,2025-05-07
Delhi,Watch,133.0,91930,12226690,2025-08-09
Mumbai,Mouse,182.0,76350,13895700,2025-06-12
Patna,Speaker,268.0,59439,15929652,2025-11-22
Kochi,Headphones,19.0,77206,1466914,2025-07-05
Jaipur,Camera,108.0,92537,9993996,2025-07-12
Surat,Jeans,350.0,38339,13418650,2025-04-11
Bhopal,Tablet,283.0,97903,27706549,2025-05-03
Jaipur,Jeans,108.0,34344,3709152,2025-04-15
Hyderabad,Laptop,473.0,15612,7384476,2025-09-22
Surat,Headphones,244.0,18825,4593300,2025-08-19
Kolkata,Backpack,289.0,50033,14459537,2025-11-19
Mysuru,Laptop,166.0,92419,15341554,2025-02-21
Kolkata,Printer,462.0,1535,709170,2025-03-14
Ahmedabad,Backpack,173.0,85419,14777487,2025-02-06
Mysuru,Backpack,157.0,21831,3427467,2025-08-18
Delhi,Jeans,12.0,58041,696492,2025-10-15
Lucknow,Camera,356.0,57512,20474272,2025-12-13
Ahmedabad,Printer,125.0,33605,4200625,2025-12-12
Lucknow,Backpack,248.0,89439,22180872,2025-07-10
Bengaluru,Monitor,450.0,31210,14044500,2025-09-04
Pune,Keyboard,397.0,35805,14214585,2025-10-13
Lucknow,Laptop,84.0,67635,5681340,2025-03-10
Mysuru,Camera,495.0,91939,45509805,2025-09-07
Lucknow,Jeans,72.0,17525,1261800,2025-11-11
Patna,Laptop,497.0,12348,6136956,2025-05-26
Patna,Headphones,411.0,45864,18850104,2025-08-13
Delhi,Mouse,1.0,86825,86825,2025-03-07
Mysuru,Headphones,155.0,40808,6325240,2025-02-06
Chennai,Printer,105.0,57719,6060495,2025-02-24
Chennai,Headphones,351.0,73290,25724790,2025-06-01
Ahmedabad,Headphones,177.0,13595,2406315,2025-08-18
Surat,Keyboard,358.0,28351,10149658,2025-08-22
Pune,Printer,238.0,93066,22149708,2025-04-25
Mysuru,Smartphone,199.0,17343,3451257,2025-06-25
Mysuru,Headphones,205.0,43375,8891875,2025-05-27
Surat,T-Shirt,447.0,56152,25099944,2025-10-13
Jaipur,Smartphone,178.0,64503,11481534,2025-11-24
Lucknow,Laptop,114.0,80260,9149640,2025-03-25
Chennai,Backpack,186.0,45044,8378184,2025-09-27
Bengaluru,Camera,307.0,99024,30400368,2025-07-03
Surat,Shoes,71.0,66029,4688059,2025-04-02
Chennai,Watch,223.0,12670,2825410,2025-06-13
Surat,Headphones,218.0,20258,4416244,2025-05-10
Pune,Speaker,421.0,63500,26733500,2025-01-09
Pune,Headphones,84.0,52694,4426296,2025-11-17
Kochi,Smartphone,239.0,11331,2708109,2025-06-22
Bhopal,Smartphone,336.0,53515,17981040,2025-01-06
Kolkata,Headphones,295.0,66949,19749955,2025-07-22
Ahmedabad,Laptop,249.0,86197,21463053,2025-11-13
Pune,Jeans,28.0,40208,1125824,2025-07-09
Bhopal,Speaker,60.0,79619,4777140,2025-08-17
Kolkata,Jeans,243.0,93826,22799718,2025-06-28
Jaipur,Backpack,58.0,23940,1388520,2025-07-18
Patna,Keyboard,446.0,88936,39665456,2025-02-05
Bengaluru,Backpack,486.0,93241,45315126,2025-10-09
Chennai,Tablet,417.0,81046,33796182,2025-12-28
Ahmedabad,Keyboard,25.0,61417,1535425,2025-05-02
Mumbai,Printer,251.0,60825,15267075,2025-06-02
Mysuru,Camera,352.0,48904,17214208,2025-05-14
Kolkata,Speaker,152.0,3584,544768,2025-09-09
Delhi,Watch,183.0,55164,10095012,2025-01-15
Kolkata,Watch,326.0,5168,1684768,2025-10-04
Kolkata,T-Shirt,19.0,70134,1332546,2025-12-13
Chennai,Headphones,44.0,70621,3107324,2025-02-05
Bhopal,Headphones,325.0,65177,21182525,2025-07-09
Kolkata,Mouse,353.0,81403,28735259,2025-04-27
Mysuru,Printer,478.0,96534,46143252,2025-09-19
Ahmedabad,Laptop,40.0,43306,1732240,2025-06-02
Delhi,Camera,371.0,84099,31200729,2025-02-13
Jaipur,T-Shirt,41.0,44772,1835652,2025-11-24
Hyderabad,Keyboard,206.0,3433,707198,2025-03-24
Hyderabad,T-Shirt,335.0,97845,32778075,2025-02-27
Mysuru,Keyboard,495.0,15760,7801200,2025-04-19
Hyderabad,Watch,316.0,67876,21448816,2025-09-28
Patna,Shoes,356.0,6900,2456400,2025-06-19
Ahmedabad,Shoes,390.0,57771,22530690,2025-05-24
Bhopal,Jeans,96.0,36787,3531552,2025-09-22
Bengaluru,Camera,205.0,24258,4972890,2025-11-10
Hyderabad,Laptop,209.0,27649,5778641,2025-01-26
Pune,Speaker,67.0,36514,2446438,2025-05-15
Lucknow,Jeans,500.0,83711,41855500,2025-06-04
Chennai,Shoes,10.0,93431,934310,2025-06-08
Mumbai,Camera,148.0,95941,14199268,2025-12-20
Kochi,Mouse,302.0,55650,16806300,2025-11-20
Kolkata,Tablet,200.0,62838,12567600,2025-09-01
Kolkata,Backpack,164.0,45898,7527272,2025-08-05
Ahmedabad,Printer,381.0,65901,25108281,2025-04-18
Bhopal,Headphones,345.0,51626,17810970,2025-05-13
Bengaluru,Speaker,437.0,75383,32942371,2025-02-21
Ahmedabad,Tablet,177.0,11391,2016207,2025-04-24
Jaipur,Backpack,156.0,38749,6044844,2025-06-15
Surat,Mouse,16.0,20934,334944,2025-10-19
Delhi,Camera,181.0,74541,13491921,2025-07-14
Patna,Laptop,385.0,37709,14517965,2025-09-24
Ahmedabad,Shoes,193.0,70963,13695859,2025-03-13
Lucknow,Printer,64.0,13211,845504,2025-07-07
Chennai,Smartphone,293.0,38425,11258525,2025-03-28
Delhi,Jeans,399.0,96767,38610033,2025-07-18
Pune,Backpack,385.0,29041,11180785,2025-07-20
Hyderabad,Backpack,395.0,48102,19000290,2025-11-04
Surat,Monitor,352.0,83484,29386368,2025-11-11
Jaipur,Tablet,273.0,51902,14169246,2025-04-28
Pune,Mouse,388.0,61306,23786728,2025-05-27
Mysuru,Mouse,81.0,23781,1926261,2025-07-10
Bengaluru,Tablet,425.0,44285,18821125,2025-08-21
Delhi,Speaker,465.0,13387,6224955,2025-07-19
Surat,Keyboard,499.0,55323,27606177,2025-07-07
Surat,Laptop,317.0,29885,9473545,2025-03-20
Lucknow,Tablet,42.0,79086,3321612,2025-10-24
Pune,Laptop,167.0,80429,13431643,2025-04-06
Lucknow,Speaker,242.0,90200,21828400,2025-02-12
Bengaluru,T-Shirt,308.0,86236,26560688,2025-07-18
Jaipur,Printer,99.0,21652,2143548,2025-08-12
Bhopal,Printer,123.0,23465,2886195,2025-08-23
Mysuru,Shoes,166.0,17886,2969076,2025-05-03
Mysuru,Laptop,106.0,76207,8077942,2025-08-15
Chennai,Speaker,309.0,58650,18122850,2025-04-26
Delhi,Mouse,257.0,84566,21733462,2025-02-26
Lucknow,Printer,170.0,21375,3633750,2025-04-15
Bhopal,Smartphone,4.0,98621,394484,2025-01-22
Surat,Keyboard,444.0,68626,30469944,2025-08-28
Pune,Smartphone,401.0,55168,22122368,2025-05-23
Jaipur,Smartphone,367.0,80057,29380919,2025-11-18
Bhopal,Laptop,225.0,63520,14292000,2025-12-02
Hyderabad,Jeans,204.0,95546,19491384,2025-01-12
Pune,T-Shirt,475.0,67551,32086725,2025-11-21
Ahmedabad,Keyboard,404.0,16760,6771040,2025-02-05
Kochi,Watch,389.0,76497,29757333,2025-02-24
Delhi,Backpack,212.0,86553,18349236,2025-06-05
Mysuru,Shoes,408.0,63754,26011632,2025-04-09
Mumbai,Backpack,329.0,91426,30079154,2025-02-15
Mysuru,T-Shirt,252.0,99132,24981264,2025-04-25
Hyderabad,Backpack,152.0,90834,13806768,2025-08-11
Patna,Mouse,359.0,34306,12315854,2025-10-09
Lucknow,Laptop,390.0,18852,7352280,2025-03-17
Hyderabad,Laptop,114.0,49108,5598312,2025-10-12
Bhopal,Watch,158.0,94326,14903508,2025-03-19
Surat,Watch,244.0,93964,22927216,2025-08-22
Hyderabad,Headphones,381.0,91605,34901505,2025-03-05
Lucknow,Watch,440.0,50861,22378840,2025-05-21
Chennai,Laptop,436.0,28242,12313512,2025-10-10
Delhi,Camera,7.0,34502,241514,2025-06-24
Jaipur,T-Shirt,446.0,68240,30435040,2025-07-16
Lucknow,Monitor,88.0,45616,4014208,2025-11-05
Lucknow,Printer,257.0,41695,10715615,2025-09-12
Pune,Printer,475.0,64102,30448450,2025-11-06
Kochi,Tablet,247.0,23488,5801536,2025-08-13
Bengaluru,Speaker,485.0,8987,4358695,2025-06-08
Hyderabad,Shoes,115.0,20172,2319780,2025-05-20
Patna,T-Shirt,405.0,16175,6550875,2025-11-07
Kolkata,Mouse,236.0,75133,17731388,2025-11-01
Kochi,T-Shirt,434.0,69197,30031498,2025-04-24
Chennai,Backpack,341.0,4804,1638164,2025-07-21
Mumbai,Backpack,260.0,9307,2419820,2025-05-18
Jaipur,Printer,380.0,70981,26972780,2025-02-26
Bengaluru,Mouse,291.0,69043,20091513,2025-04-08
Hyderabad,Jeans,379.0,24444,9264276,2025-12-21
Kochi,Shoes,117.0,90892,10634364,2025-12-15
Delhi,Laptop,312.0,35334,11024208,2025-09-09
Mumbai,T-Shirt,98.0,96619,9468662,2025-02-05
Jaipur,Watch,32.0,27727,887264,2025-04-08
Lucknow,Jeans,298.0,63058,18791284,2025-08-04
Jaipur,Monitor,401.0,7195,2885195,2025-06-26
Surat,Smartphone,101.0,63191,6382291,2025-02-15
Mumbai,Mouse,102.0,13590,1386180,2025-09-19
Chennai,Camera,250.0,39816,9954000,2025-10-01
Lucknow,Keyboard,441.0,15117,6666597,2025-12-15
Patna,Speaker,100.0,77693,7769300,2025-11-20
Patna,Mouse,1.0,33497,33497,2025-07-20
Hyderabad,Mouse,324.0,23638,7658712,2025-06-17
Ahmedabad,Tablet,146.0,85078,12421388,2025-05-09
Kochi,Tablet,128.0,45214,5787392,2025-05-22
Jaipur,Tablet,159.0,82540,13123860,2025-08-04
Patna,Headphones,250.0,1354,338500,2025-06-17
Ahmedabad,Mouse,84.0,23935,2010540,2025-02-25
Pune,Speaker,156.0,12895,2011620,2025-08-11
Surat,Speaker,276.0,24441,6745716,2025-04-25
Mumbai,Jeans,119.0,28446,3385074,2025-05-17
Hyderabad,Backpack,393.0,70020,27517860,2025-08-04
Surat,Watch,475.0,80391,38185725,2025-04-19
Surat,Headphones,166.0,20998,3485668,2025-04-25
Pune,Jeans,88.0,21201,1865688,2025-10-22
Delhi,Backpack,490.0,68194,33415060,2025-08-21
Lucknow,Jeans,214.0,95719,20483866,2025-05-08
Mysuru,Watch,242.0,40295,9751390,2025-06-05
Hyderabad,Backpack,373.0,46890,17489970,2025-12-11
Ahmedabad,Watch,218.0,74331,16204158,2025-07-25
Pune,Laptop,391.0,53463,20904033,2025-01-14
Kolkata,Speaker,413.0,18840,7780920,2025-08-25
Hyderabad,Laptop,420.0,92819,38983980,2025-04-07
Surat,T-Shirt,132.0,39139,5166348,2025-06-01
Kolkata,Keyboard,405.0,50622,20501910,2025-06-18
Jaipur,T-Shirt,103.0,28677,2953731,2025-10-17
Ahmedabad,Printer,141.0,14503,2044923,2025-02-08
Delhi,Backpack,371.0,63372,23511012,2025-12-19
Ahmedabad,Laptop,400.0,86931,34772400,2025-07-23
Mysuru,T-Shirt,250.0,33247,8311750,2025-05-20
Lucknow,Keyboard,31.0,13795,427645,2025-01-21
Kolkata,Watch,276.0,48924,13503024,2025-08-10
Mumbai,Mouse,69.0,98781,6815889,2025-02-11
Patna,T-Shirt,212.0,20393,4323316,2025-03-19
Hyderabad,Camera,103.0,74141,7636523,2025-02-15
Chennai,Backpack,294.0,72142,21209748,2025-11-09
Jaipur,Tablet,419.0,38696,16213624,2025-12-01
Delhi,Jeans,395.0,9413,3718135,2025-12-23
Bhopal,Backpack,491.0,47847,23492877,2025-08-24
Mysuru,Shoes,95.0,42609,4047855,2025-08-08
Ahmedabad,Backpack,171.0,26581,4545351,2025-11-23
Hyderabad,Watch,310.0,98496,30533760,2025-01-05
Mumbai,Speaker,211.0,56511,11923821,2025-07-26
Ahmedabad,Jeans,25.0,69758,1743950,2025-01-17
Kolkata,Laptop,290.0,57805,16763450,2025-01-17
Kochi,Jeans,168.0,71122,11948496,2025-08-10
Lucknow,Backpack,325.0,9296,3021200,2025-12-03
Lucknow,Smartphone,499.0,73676,36764324,2025-02-18
Delhi,Jeans,263.0,11998,3155474,2025-10-15
Lucknow,Speaker,98.0,99054,9707292,2025-02-25
Surat,Keyboard,419.0,36789,15414591,2025-08-15
Mysuru,Monitor,379.0,20449,7750171,2025-11-11
Mumbai,Headphones,332.0,75895,25197140,2025-06-15
Jaipur,Jeans,355.0,97422,34584810,2025-07-01
Pune,Camera,151.0,1332,201132,2025-10-27
Pune,Laptop,5.0,30021,150105,2025-06-14
Delhi,Watch,439.0,29714,13044446,2025-10-22
Patna,Backpack,273.0,60498,16515954,2025-11-22
Chennai,Jeans,421.0,75792,31908432,2025-06-23
Kochi,Camera,79.0,25252,1994908,2025-03-07
Hyderabad,Headphones,52.0,3937,204724,2025-09-20
Kochi,Laptop,400.0,17188,6875200,2025-09-12
Mumbai,Backpack,446.0,41831,18656626,2025-04-22
Chennai,Shoes,156.0,21902,3416712,2025-07-09
Chennai,Monitor,471.0,28973,13646283,2025-06-01
Delhi,Monitor,461.0,58124,26795164,2025-02-27
Pune,Laptop,228.0,98010,22346280,2025-12-07
Pune,Laptop,229.0,57981,13277649,2025-07-07
Chennai,Jeans,195.0,77860,15182700,2025-02-03
Delhi,Tablet,468.0,76299,35707932,2025-12-17
Mumbai,Headphones,388.0,27977,10855076,2025-02-16
Bhopal,Camera,184.0,98762,18172208,2025-06-14
Chennai,Shoes,47.0,66941,3146227,2025-06-16
Hyderabad,Tablet,58.0,60393,3502794,2025-01-01
Pune,Jeans,216.0,52969,11441304,2025-02-12
Kolkata,Watch,429.0,9059,3886311,2025-07-28
Surat,Watch,118.0,92409,10904262,2025-02-21
Surat,Jeans,200.0,62282,12456400,2025-01-09
Bhopal,Speaker,460.0,42871,19720660,2025-01-05
Kochi,Shoes,91.0,74500,6779500,2025-01-05
Jaipur,Headphones,72.0,91604,6595488,2025-08-25
Bengaluru,Laptop,306.0,28002,8568612,2025-12-22
Hyderabad,Backpack,317.0,54878,17396326,2025-03-14
Delhi,Headphones,480.0,68473,32867040,2025-03-24
Patna,Jeans,343.0,24304,8336272,2025-06-04
Patna,Headphones,16.0,65715,1051440,2025-04-10
Pune,Speaker,192.0,35257,6769344,2025-10-11
Bengaluru,Jeans,14.0,43961,615454,2025-01-16
Bengaluru,T-Shirt,447.0,19419,8680293,2025-07-02
Jaipur,Keyboard,391.0,78947,30868277,2025-12-17
Delhi,Headphones,52.0,2458,127816,2025-06-08
Mumbai,Keyboard,34.0,15233,517922,2025-08-15
Pune,Printer,460.0,70849,32590540,2025-08-05
Kochi,Camera,415.0,83973,34848795,2025-01-10
Ahmedabad,Mouse,461.0,34167,15750987,2025-03-11
Surat,Tablet,188.0,80927,15214276,2025-11-23
Mumbai,Mouse,253.0,98636,24954908,2025-10-07
Delhi,Shoes,264.0,17514,4623696,2025-03-08
Surat,Smartphone,381.0,12924,4924044,2025-12-13
Hyderabad,Monitor,315.0,14292,4501980,2025-04-08
Hyderabad,Headphones,374.0,86924,32509576,2025-05-11
Bhopal,Mouse,343.0,77935,26731705,2025-09-17
Lucknow,Monitor,137.0,17763,2433531,2025-06-14
Kolkata,Speaker,75.0,76438,5732850,2025-12-28
Bengaluru,T-Shirt,464.0,50966,23648224,2025-11-02
Patna,Shoes,94.0,2377,223438,2025-03-21
Bengaluru,Printer,407.0,31672,12890504,2025-03-13
Kolkata,Laptop,293.0,63516,18610188,2025-08-28
Kolkata,Shoes,322.0,76154,24521588,2025-07-15
Chennai,Mouse,319.0,34946,11147774,2025-09-15
Mumbai,T-Shirt,144.0,86412,12443328,2025-09-11
Kolkata,Monitor,96.0,33960,3260160,2025-06-26
Kochi,Mouse,396.0,72445,28688220,2025-08-22
Mumbai,Speaker,439.0,45375,19919625,2025-09-09
Mumbai,Jeans,188.0,56404,10603952,2025-11-01
Jaipur,Headphones,49.0,30269,1483181,2025-08-27
Mumbai,Smartphone,282.0,93914,26483748,2025-05-05
Kochi,Backpack,158.0,59818,9451244,2025-07-18
Mumbai,Printer,498.0,66655,33194190,2025-03-13
Kochi,Monitor,262.0,26043,6823266,2025-03-27
Surat,Shoes,398.0,2691,1071018,2025-04-24
Bhopal,Backpack,270.0,79265,21401550,2025-03-19
Kochi,Tablet,269.0,6659,1791271,2025-09-12
Jaipur,Shoes,356.0,70082,24949192,2025-03-12
Delhi,Smartphone,349.0,22210,7751290,2025-11-21
Kochi,Camera,116.0,98948,11477968,2025-12-05
Jaipur,Camera,218.0,27002,5886436,2025-05-02
Pune,Watch,200.0,68886,13777200,2025-07-16
Ahmedabad,Backpack,70.0,95074,6655180,2025-05-01
Mumbai,Watch,363.0,73344,26623872,2025-11-10
Chennai,Monitor,376.0,80862,30404112,2025-10-03
Bengaluru,Jeans,211.0,18889,3985579,2025-03-16
Kochi,Headphones,392.0,32280,12653760,2025-07-26
Delhi,Speaker,215.0,51749,11126035,2025-10-07
Chennai,Printer,180.0,9744,1753920,2025-04-09
Delhi,Monitor,206.0,16683,3436698,2025-12-24
Lucknow,Speaker,78.0,27478,2143284,2025-08-05
Surat,Watch,390.0,43422,16934580,2025-01-21
Mumbai,Tablet,160.0,69213,11074080,2025-02-25
Surat,Camera,242.0,30932,7485544,2025-11-15
Hyderabad,Printer,64.0,71443,4572352,2025-12-20
Ahmedabad,Headphones,37.0,99361,3676357,2025-12-11
Mysuru,Watch,487.0,5870,2858690,2025-07-27
Mysuru,Watch,58.0,82668,4794744,2025-08-14
Lucknow,Headphones,449.0,93529,41994521,2025-12-28
Patna,Mouse,389.0,38655,15036795,2025-04-17
Mumbai,Smartphone,375.0,79577,29841375,2025-10-28
Kolkata,Shoes,446.0,87651,39092346,2025-08-27
Bhopal,Keyboard,216.0,7925,1711800,2025-11-04
Kochi,Jeans,144.0,95402,13737888,2025-12-09
Mysuru,Watch,328.0,67061,21996008,2025-06-14
Surat,Printer,129.0,47248,6094992,2025-02-01
Mumbai,T-Shirt,413.0,64141,26490233,2025-04-19
Ahmedabad,Shoes,303.0,57354,17378262,2025-11-09
Mumbai,Jeans,424.0,93368,39588032,2025-08-18
Lucknow,Printer,290.0,49759,14430110,2025-10-17
Kochi,Monitor,342.0,50646,17320932,2025-01-20
Mumbai,Camera,430.0,84737,36436910,2025-02-19
Mumbai,Smartphone,495.0,31775,15728625,2025-06-19
Surat,T-Shirt,463.0,79642,36874246,2025-07-27
Pune,T-Shirt,382.0,5725,2186950,2025-06-21
Patna,Mouse,437.0,60890,26608930,2025-10-28
Jaipur,Laptop,482.0,52757,25428874,2025-11-24
Patna,Keyboard,343.0,3860,1323980,2025-04-19
Delhi,Laptop,323.0,43617,14088291,2025-02-10
Mysuru,Keyboard,411.0,4219,1734009,2025-12-15
Kochi,Monitor,130.0,47500,6175000,2025-11-12
Kolkata,Shoes,142.0,58959,8372178,2025-01-11
Ahmedabad,T-Shirt,326.0,34994,11408044,2025-03-07
Jaipur,Jeans,443.0,72232,31998776,2025-11-11
Bhopal,Keyboard,386.0,46183,17826638,2025-03-28
Ahmedabad,Printer,46.0,44247,2035362,2025-06-20
Jaipur,T-Shirt,413.0,30328,12525464,2025-06-27
Hyderabad,Smartphone,469.0,95126,44614094,2025-02-21
Pune,Backpack,319.0,65668,20948092,2025-11-06
Patna,Keyboard,104.0,35192,3659968,2025-12-16
Kolkata,Backpack,413.0,57879,23904027,2025-06-25
Delhi,Headphones,166.0,2587,429442,2025-02-07
Lucknow,Watch,466.0,66838,31146508,2025-12-21
Jaipur,Watch,388.0,73889,28668932,2025-09-06
Pune,Camera,357.0,10452,3731364,2025-04-03
Mumbai,T-Shirt,307.0,87425,26839475,2025-07-28
Hyderabad,Headphones,367.0,45085,16546195,2025-09-12
Pune,Headphones,472.0,50994,24069168,2025-02-28
Bhopal,Printer,449.0,39023,17521327,2025-10-19
Mumbai,Backpack,116.0,58504,6786464,2025-01-08
Jaipur,Headphones,342.0,36385,12443670,2025-01-16
Chennai,Printer,356.0,29201,10395556,2025-04-08
Ahmedabad,Speaker,416.0,28807,11983712,2025-03-01
Hyderabad,Shoes,494.0,3222,1591668,2025-10-16
Kochi,Mouse,213.0,73418,15638034,2025-09-19
Chennai,Keyboard,96.0,68470,6573120,2025-10-13
